taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	Temperature Range	Genome Size    assembled	Gene Count    assembled	
2512875010	Archaea	Draft	Hypersaline water microbial communities from Lake Tyrrell Victoria Australia	halophilic archaeon J07HX5	US Department of Energy DOE	2512875010	Euryarchaeota	Halobacteria	Halobacteriales	unclassified	unclassified	halophilic archaeon J07HX5		2040945	2169	
2582580505	Archaea	Permanent Draft	Haladaptatus cibarius D43	Haladaptatus cibarius D43	Korea Basic Science Institute KBSI	2582580505	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haladaptatus	Haladaptatus cibarius		3926724	4149	
2740891977	Archaea	Draft	Estuarine sediment microbial communities from White Oak River Estuary North Carolina USA	Candidatus Thorarchaeota archaeon SMTZ1-45	University of Texas	2740891977	Candidatus Thorarchaeota	unclassified	unclassified	unclassified	unclassified	Candidatus Thorarchaeota archaeon SMTZ1-45		3544182	3474	
2728369326	Archaea	Permanent Draft	Deep subsurface and oceanic microbial communities from Witwatersrand Basin South Africa and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field	Archaeoglobus sp JdFR-24	DOE Joint Genome Institute JGI	2728369326	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp JdFR-24		2701738	2905	
2698536791	Archaea	Draft	Acid mine drainage AMD solution archaeal communities from Fankou mine Guangdong China	Parvarchaeota archaeon_ARMAN-5	BGI-shenzhen	2698536791	Candidatus Parvarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		919158	1125	
2617270895	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains Phase III KMG-III the genomes of soil and plant-associated and newly described type strains	Halogeometricum limi CGMCC 18711	DOE Joint Genome Institute JGI	2617270895	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halogeometricum	Halogeometricum limi		3616269	3685	
2740891970	Archaea	Permanent Draft	Microbial and viral regulation of community carbon cycling across diverse low-oxygen zones	Marine group I1a Thaumarcheaota archaeon SCGC AD-613_M13 contamination screened	DOE Joint Genome Institute JGI	2740891970	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	uncultured marine group I thaumarchaeote		437999	527	
2634166663	Archaea	Permanent Draft	Dark ocean microbial single cell genomics	Thaumarchaeota archaeon SCGC AC-665-L14 unscreened	DOE Joint Genome Institute JGI Bigelow Laboratory Single Cell Genomics Center SCGC	2634166663	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AC-665-L14		972135	1210	
2684622665	Archaea	Permanent Draft	Genome sequencing of Halobacterium sp CBA1132	Halobacterium sp CBA1132	Korea Basic Science Institute KBSI	2684622665	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium sp CBA1132		3012807	3258	
2681813398	Archaea	Permanent Draft	Single cell genomes from Mediterranean Sea Brine Lakes 1 MSBL1	candidate divison MSBL1 archaeon SCGC-AAA259E22	King Abdullah University of Science and Technology	2681813398	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	candidate divison MSBL1 archaeon SCGC-AAA259E22		825701	1021	
2690315686	Archaea	Permanent Draft	Haladaptatus sp R4 genome sequencing	Haladaptatus sp R4	The University of Burdwan	2690315686	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haladaptatus	Haladaptatus sp R4		4891005	5410	
2522125042	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park US	Thermoproteales-Type-2-TT2-r01 from JCHS_4	US Department of Energy DOE	2522125042	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	unclassified	unclassified		3079472	4010	
2698536792	Archaea	Draft	Acid mine drainage AMD solution archaeal communities from Fankou mine Guangdong China	Micrarchaeota archaeon_ARMAN-2	BGI-shenzhen	2698536792	Candidatus Micrarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1007068	1111	
2609459700	Archaea	Permanent Draft	Rare microbiome of the Anoxic Marine Zones of the Pacific Ocean	Euryarchaeota archaeon SCGC AD-615-F09 contamination screened	Bigelow Laboratory Single Cell Genomics Center SCGC	2609459700	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		212586	205	
2713897302	Archaea	Permanent Draft	Dark ocean microbial single cell genomics	Euryarchaeota archaeon SCGC SAG AG-538-B04	Bigelow Laboratory Single Cell Genomics Center SCGC	2713897302	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		436821	440	
2698536781	Archaea	Draft	Acid mine drainage AMD solution archaeal communities from Fankou mine Guangdong China	Parvarchaeota archaeon_FKAMD2014bin17	BGI-shenzhen	2698536781	Candidatus Parvarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		907469	1033	
2660238770	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones OMZs of the northeastern subarctic Pacific Ocean NESAP	Euryarchaeota archaeon SCGC AC-312_J04v2 unscreened	DOE Joint Genome Institute JGI	2660238770	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	Euryarchaeota archaeon SCGC AC-312_J04		315106	319	
646862347	Archaea	Finished	Obsidian Hot Spring Microbial Community Genomics	Sulfolobus solfataricus 98/2	DOE Joint Genome Institute JGI	646862347	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus solfataricus	Hyperthermophile	2668974	2728	
2504756013	Archaea	Draft	OSPB-1 NAG1	Geoarchaeota archaeon OSPB-1 8 best scaffolds	US Department of Energy DOE	2504756013	Geoarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1724139	2065	
2690315684	Archaea	Permanent Draft	Haloferax sp SB3 genome sequencing	Haloferax sp SB3	Red Sea Research Center Saudi Arabia King Abdulah University of Science and Technology	2690315684	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax sp SB3		3895853	3962	
2651870209	Archaea	Draft	Water column microbial communities from Red Sea Saudi Arabia	Nitrosopelagicus sp REDSEA-S31_B2	King Abdullah University of Science and Technology	2651870209	Thaumarchaeota	unclassified	unclassified	unclassified	Candidatus Nitrosopelagicus	unclassified		1012821	1387	
2681813388	Archaea	Permanent Draft	Single cell genomes from Mediterranean Sea Brine Lakes 1 MSBL1	candidate divison MSBL1 archaeon SCGC-AAA382F02	King Abdullah University of Science and Technology	2681813388	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	candidate divison MSBL1 archaeon SCGC-AAA382F02		336176	406	
2617270920	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains Phase III KMG-III the genomes of soil and plant-associated and newly described type strains	Halogeometricum rufum CGMCC 17736	DOE Joint Genome Institute JGI	2617270920	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halogeometricum	Halogeometricum rufum		4187125	4256	
2684622729	Archaea	Permanent Draft	Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park	Sulfolobus acidocaldarius NG05B_CO5_08	University of Illinois Urbana-Champaign	2684622729	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius		2178872	2409	
2708742555	Archaea	Draft	Soil microbial communities from Rifle Colorado USA	Candidatus Micrarchaeota archaeon RBG_16_36_9	DOE Joint Genome Institute JGI	2708742555	Candidatus Micrarchaeota	unclassified	unclassified	unclassified	unclassified	Candidatus Micrarchaeota archaeon RBG_16_36_9		730230	954	
2721755844	Archaea	Draft	Metagenomics study of hot springs in Tengchong Yunnan	Unclassified Thaumarchaeota DRTY-7 bin_36	Beijing Novogene Bioinformatics Technology Co Ltd	2721755844	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1241443	1494	
2695421020	Archaea	Draft	Methane metabolism in the archaeal phylum Bathyarchaeota revealed by genome-centric metagenomics	Candidatus Bathyarchaeota archaeon BA2	University of Queensland	2695421020	Candidatus Bathyarchaeota	unclassified	unclassified	unclassified	unclassified	Candidatus Bathyarchaeota archaeon BA2		1455689	1834	
2708742565	Archaea	Draft	Soil microbial communities from Rifle Colorado USA	Candidatus Pacearchaeota archaeon RBG_19FT_COMBO_34_9	DOE Joint Genome Institute JGI	2708742565	unclassified	unclassified	unclassified	unclassified	unclassified	Candidatus Pacearchaeota archaeon RBG_19FT_COMBO_34_9		599775	811	
2698536774	Archaea	Draft	Acid mine drainage AMD solution archaeal communities from Fankou mine Guangdong China	Micrarchaeota archaeon_TCEndobin32	BGI-shenzhen	2698536774	Candidatus Micrarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		843037	930	
644736373	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Halorhabdus utahensis AX-2 DSM 12940	DOE Joint Genome Institute JGI	644736373	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorhabdus	Halorhabdus utahensis	Mesophile	3116795	3076	
2667527490	Archaea	Draft	uncultured marine crenarchaeote Gulf of Maine	uncultured marine group II euryarchaeote	US Department of Energy DOE	2667527490	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	uncultured marine group II euryarchaeote		2064136	1760	
2684622610	Archaea	Finished	Thermococcus sp 2319x1 Genome sequencing and assembly	Thermococcus sp 2319x1	University of Copenhagen Hotzyme	2684622610	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus sp 2319x1		1961221	2254	
2728369295	Archaea	Permanent Draft	Deep subsurface and oceanic microbial communities from Witwatersrand Basin South Africa and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field	Candidatus Bathyarchaeota archaeon JdFR-04	DOE Joint Genome Institute JGI	2728369295	Candidatus Bathyarchaeota	unclassified	unclassified	unclassified	unclassified	Candidatus Bathyarchaeota archaeon JdFR-04		1067948	1334	
2636415618	Archaea	Permanent Draft	Comparative genomics of halotolerant thaumarchaea in brine-seawater interface of Red Seas brine pools	Marine Group I thaumarchaeote SCGC AAA799-D11 unscreened	King Abdullah University of Science and Technology	2636415618	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Marine Group I thaumarchaeote SCGC AAA799-D11		1360636	1775	
2657245055	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon USA	Methanosarcina mazei 2FA24	University of Illinois Urbana-Champaign	2657245055	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei		4191903	3692	
648028040	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Methanolacinia petrolearia DSM 11571	DOE Joint Genome Institute JGI	648028040	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanolacinia	Methanolacinia petrolearia	Mesophile	2843290	2881	
2517093008	Archaea	Permanent Draft	Whole genome sequencing of the primary pancreatic cancer cell line JoPaca-1 and BxPC-3	Methanocaldococcus villosus KIN24-T80	DOE Joint Genome Institute JGI	2517093008	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus villosus	Hyperthermophile	1249385	1418	
2687453429	Archaea	Finished	Complete genome sequence of Methanoculleus bourgensis BA1	Methanoculleus bourgensis MBBA	Center for Biotechnology CeBiTec Bielefeld Univeristy	2687453429	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus bourgensis		2551189	2575	
2514885039	Archaea	Permanent Draft	Sulfolobales HSU1	Sulfolobales sp HSU1	Axeq Technologies	2514885039	Crenarchaeota	Thermoprotei	Sulfolobales	unclassified	unclassified	unclassified	Thermophile	2778274	10807	
2522572142	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park US	Thermoplasmatales-like-NAG3-r01 from OSP_D	US Department of Energy DOE	2522572142	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		260296	346	
2721755433	Archaea	Draft	Metagenomics study of hot springs in Tengchong Yunnan	Thermofilum sp JZ bin_16	Beijing Novogene Bioinformatics Technology Co Ltd	2721755433	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum	unclassified		1744193	1888	
2718217640	Archaea	Finished	Natrialbaceae archaeon JW/NM-HA 15	Natrialbaceae archaeon JW/NM-HA 15	Chinese Academy of Agricultural Sciences	2718217640	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	unclassified	Natrialbaceae archaeon JW/NM-HA 15		3930546	3698	
2740892000	Archaea	Finished	Ferroplasma acidiphilum Y Genome sequencing	Ferroplasma acidiphilum Y	Max Planck Institute for Chemical Ecology	2740892000	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Ferroplasma	Ferroplasma acidiphilum		1826943	1868	
2648501530	Archaea	Permanent Draft	Dark ocean microbial single cell genomics	Thaumarchaeota archaeon SCGC AAA282-K18 contamination screened	DOE Joint Genome Institute JGI	2648501530	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AAA282-K18		995907	1286	
2522572147	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park US	Thaumarchaeota-Tha-I1e-r01 from DS_9	US Department of Energy DOE	2522572147	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1485980	1778	
2617271074	Archaea	Permanent Draft	Draft Genome Methanobrevibacter arboriphilicus	Methanobrevibacter arboriphilus ANOR1	Aix-Marseille University	2617271074	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter arboriphilus		2221072	2038	
2728369336	Archaea	Permanent Draft	Deep subsurface and oceanic microbial communities from Witwatersrand Basin South Africa and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field	Archaeoglobus sp JdFR-33	DOE Joint Genome Institute JGI	2728369336	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp JdFR-33		478535	581	
651053028	Archaea	Finished	Haloquadratum walsbyi C23 DSM 16854	Haloquadratum walsbyi C23 DSM 16854	Max Planck Institute	651053028	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloquadratum	Haloquadratum walsbyi	Mesophile	3260476	2799	
2508501020	Archaea	Permanent Draft	Haloferax mucosum PA12 ATCC BAA-1512	Haloferax mucosum PA12	San Diego State University	2508501020	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax mucosum	Mesophile	3371699	3516	
2681813410	Archaea	Permanent Draft	Single cell genomes from Mediterranean Sea Brine Lakes 1 MSBL1	candidate divison MSBL1 archaeon SCGC-AAA261O19	King Abdullah University of Science and Technology	2681813410	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	candidate divison MSBL1 archaeon SCGC-AAA261O19		729384	928	
2506783051	Archaea	Finished	Genome sequencing of novel haloarchaea from Deep Lake an extremely cold and hypersaline Antarctic lake	Halohasta litchfieldiae tADL	DOE Joint Genome Institute JGI	2506783051	Euryarchaeota	Halobacteria	Halobacteriales	unclassified	unclassified	halophilic archaeon True-ADL		3332022	3520	
644736385	Archaea	Finished	CSP_787660 Methanoarchaea	Methanocaldococcus fervens AG86	DOE Joint Genome Institute JGI	644736385	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus fervens	Thermophile	1507251	1663	
2630968343	Archaea	Finished	Methanobacterium formicicum BRM9	Methanobacterium formicicum BRM9	Pastoral Greenhouse Gas Research Consortium PGgRc	2630968343	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum	25-45 C	2449987	2452	
2654587522	Archaea	Permanent Draft	Genome sequencing of polyextremophilic archaea of the family Ferroplasmaceae	Acidiplasma cupricumulans BH2	Research Institute for Physical-Chemical Medicine of Ministry of Public Health of Russian Federation	2654587522	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Acidiplasma	Acidiplasma cupricumulans		1688729	1800	
2724679803	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains Phase II KMG-II from individual species to whole genera	Halorubrum vacuolatum DSM 8800	DOE Joint Genome Institute JGI	2724679803	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum vacuolatum	Mesophile	3477860	3448	
2558309064	Archaea	Finished	Haloarcula hispanica N601	Haloarcula hispanica N601	Academia Sinica	2558309064	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula hispanica		3901494	3980	
2681812916	Archaea	Draft	Water column microbial communities from Red Sea Saudi Arabia	Unclassified euryarchaeota Marine Group II REDSEA-S37_B2N9	King Abdullah University of Science and Technology	2681812916	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1207303	1186	
2554235473	Archaea	Permanent Draft	Haloarchaeal genomes	Halorubrum coriense ACM 3911 Ch2	University of California Davis	2554235473	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum coriense	Mesophile	3645313	3514	
641228499	Archaea	Finished	Nitrosopumilus maritimus	Nitrosopumilus maritimus SCM1	DOE Joint Genome Institute JGI	641228499	Thaumarchaeota	unclassified	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus maritimus	Mesophile	1645259	1842	
2684622662	Archaea	Permanent Draft	Thermococcus celericrescens DSM 17994 genome sequencing	Thermococcus celericrescens DSM 17994	Kyungpook National University Shins Lab	2684622662	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus celericrescens		2330548	2703	
2681813025	Archaea	Permanent Draft	Genome sequencing of Metallosphaera hakonensis JCM 8857	Metallosphaera hakonensis JCM 8857	University of Tokyo	2681813025	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera hakonensis		2376238	3414	
2636416066	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains Phase II KMG-II from individual species to whole genera	Halopiger aswanensis DSM 13151	DOE Joint Genome Institute JGI	2636416066	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halopiger	Halopiger aswanensis		4865231	4783	
2740891983	Archaea	Draft	Estuarine sediment microbial communities from White Oak River Estuary North Carolina USA	Euryarchaeota archaeon SM23-78	University of Texas	2740891983	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	Euryarchaeota archaeon SM23-78		1480827	1643	
2517487016	Archaea	Permanent Draft	single cell genomics of the PRT	Nitrosopumilus sp PRT005b unscreened	J Craig Venter Institute JCVI	2517487016	Thaumarchaeota	unclassified	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	uncultured Candidatus Nitrosopumilus sp		708083	1089	
637000163	Archaea	Finished	Methanosphaera stadtmanae DSM 3091	Methanosphaera stadtmanae DSM 3091	Max Planck Institute	637000163	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera stadtmanae	Mesophile	1767403	1592	
643886144	Archaea	Permanent Draft	Human Microbiome Project HMP Reference Genomes	Methanobrevibacter smithii DSM 2375	Washington University in St Louis	643886144	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii	Mesophile	1704865	1748	
2547132059	Archaea	Permanent Draft	Pan-genome of Methanobrevibacter smithii in twins	Methanobrevibacter smithii TS147A	Washington University in St Louis	2547132059	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii	Mesophile	2008979	2044	
2508501017	Archaea	Permanent Draft	Haloarcula sinaiiensis ATCC 33800	Haloarcula sinaiiensis BJSG-2	San Diego State University	2508501017	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula sinaiiensis		4524388	4593	
2651870041	Archaea	Permanent Draft	Marine microbial communities from the northern Gulf of Mexico hypoxic zone	unclassified Euryarchaeota Bin 17-1	Argonne National Laboratory	2651870041	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		538052	566	
2698536787	Archaea	Draft	Acid mine drainage AMD solution archaeal communities from Fankou mine Guangdong China	Parvarchaeota archaeon_TCEndobin47	BGI-shenzhen	2698536787	Candidatus Parvarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		806322	1015	
2617271069	Archaea	Permanent Draft	Nitrate-driven anaerobic oxidation of methane reactor Metagenome	Candidatus Methanoperedens nitroreducens ANME-2d	University of Queensland	2617271069	Euryarchaeota	Methanomicrobia	Methanosarcinales	Candidatus Methanoperedenaceae	Candidatus Methanoperedens	Candidatus Methanoperedens nitroreducens		3203386	3456	
2264265212	Archaea	Permanent Draft	Unraveling the unique microbial diversity of the Etoliko lagoon in Western Greece through a single cell genomics approach	Crenarchaeota archaeon SCGC JGI014-M18 unscreened	DOE Joint Genome Institute JGI	2264265212	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	crenarchaeote JGI 0000014-M18		270294	407	
2698536788	Archaea	Draft	Acid mine drainage AMD solution archaeal communities from Fankou mine Guangdong China	Parvarchaeota archaeon_LRAMDBbin3	BGI-shenzhen	2698536788	Candidatus Parvarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		825552	1010	
2524023121	Archaea	Permanent Draft	mesopelagic bacterioplankton	Marine Group I thaumarchaeote sp SCGC AAA008-P23 unscreened	Marine Biological Laboratory	2524023121	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	crenarchaeote SCGC AAA008-P23		330177	627	
2654588099	Archaea	Permanent Draft	Marine sediment microbial communities from White Oak River estuary North Carolina	Hadesarchaea archaeon DG-33	DOE Joint Genome Institute JGI	2654588099	Euryarchaeota	Hadesarchaea	unclassified	unclassified	unclassified	Hadesarchaea archaeon DG-33		786381	1008	
2681813012	Archaea	Permanent Draft	Vulcanisaeta genome project - The University of Tokyo	Vulcanisaeta distributa JCM 11217	University of Tokyo	2681813012	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta distributa		2074162	3667	
2684622719	Archaea	Permanent Draft	Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park	Sulfolobus acidocaldarius NG05B_C06_06	University of Illinois Urbana-Champaign	2684622719	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius		2242368	2486	
2700988660	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones OMZs of the northeastern subarctic Pacific Ocean NESAP	Thaumarchaeota archaeon SCGC AD-305-J10v3 contamination screened	DOE Joint Genome Institute JGI	2700988660	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AD-305-J10		1220335	1507	
2554235502	Archaea	Permanent Draft	Haloarchaeal genomes	Natrinema versiforme JCM 10478	University of California Davis	2554235502	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrinema	Natrinema versiforme	Mesophile	4190799	4211	
2554235495	Archaea	Permanent Draft	Haloarchaeal genomes	Halococcus saccharolyticus DSM 5350	University of California Davis	2554235495	Euryarchaeota	Halobacteria	Halobacteriales	Halococcaceae	Halococcus	Halococcus saccharolyticus	Mesophile	3449700	3489	
2681813118	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon USA	Methanosarcina mazei 1HA26	University of Illinois Urbana-Champaign	2681813118	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei		3998889	3525	
2511231210	Archaea	Finished	Methanosaeta harundinacea 6Ac	Methanosaeta harundinacea 6Ac	Chinese Academy of Science Institute of Microbiology	2511231210	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanothrix	Methanosaeta harundinacea	Mesophile	2571034	2414	
2684622506	Archaea	Permanent Draft	Methanosarcina project at The University of Tokyo	Methanosarcina horonobensis JCM 15518	University of Tokyo	2684622506	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina horonobensis		4907488	7259	
2706794823	Archaea	Permanent Draft	Microbial and viral regulation of community carbon cycling across diverse low-oxygen zones	Marine archaeal group 1 JGI GoM_375m_188_E10 contamination screened	DOE Joint Genome Institute JGI	2706794823	Thaumarchaeota	unclassified	Nitrosopumilales	unclassified	unclassified	unclassified		998393	1218	
2627854269	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina horonobensis HB-1	University of Illinois Urbana-Champaign	2627854269	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina horonobensis		5018607	4473	
2654587877	Archaea	Permanent Draft	Marine microbial communities from the northern Gulf of Mexico hypoxic zone	unclassified Nitrosopumilaceae Bin 71	Argonne National Laboratory	2654587877	Thaumarchaeota	unclassified	Nitrosopumilales	Nitrosopumilaceae	unclassified	unclassified		1439486	2208	
2718217684	Archaea	Draft	Sediment microbial communities from acid mine drainage of YongPing copper mine JiangXi China	Unclassified Thaumarchaeota YP1_bin3	Sun Yat-Sen University	2718217684	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1528440	1739	
2728369323	Archaea	Permanent Draft	Deep subsurface and oceanic microbial communities from Witwatersrand Basin South Africa and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field	Candidatus Bathyarchaeota archaeon JdFR-11	DOE Joint Genome Institute JGI	2728369323	Candidatus Bathyarchaeota	unclassified	unclassified	unclassified	unclassified	Candidatus Bathyarchaeota archaeon JdFR-11		1725730	1899	
2616644930	Archaea	Permanent Draft	Filling the gaps in the tree of life Utilizing the unique microbial diversity of Etoliko Lagoon Greece for single cell genomics	Parvarchaeota archaeon JGI 006-E12 contamination screened	DOE Joint Genome Institute JGI	2616644930	Candidatus Parvarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		405122	452	
2547132067	Archaea	Permanent Draft	Pan-genome of Methanobrevibacter smithii in twins	Methanobrevibacter smithii TS95C	Washington University in St Louis	2547132067	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii	Mesophile	1978848	1919	
2684622697	Archaea	Permanent Draft	Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park	Sulfolobus acidocaldarius GG12-C01-02	University of Illinois Urbana-Champaign	2684622697	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius		2270903	2506	
2534681902	Archaea	Permanent Draft	Haloarcula japonica DSM 6131	Haloarcula japonica DSM 6131	University of California Davis	2534681902	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula japonica	Mesophile	4280359	4288	
2645727909	Archaea	Finished	Methanobacterium formicium DSM1535	Methanobacterium formicicum DSM 1535	Center for Biotechnology CeBiTec Bielefeld Univeristy	2645727909	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum		2478074	2459	
2667527214	Archaea	Permanent Draft	Haloterrigena saccharevitans AB14	Haloterrigena saccharevitans AB14 Draft1	National Chung Hsing University	2667527214	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena saccharevitans	Mesophile	3980616	3791	
