RefSoil.ID	Phylum	Class	Order	Family	Genus	Species	RefSoil	Aggregate	Size
1447	RefSoil_574	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium		RefSoil	Genome.P	7231841
1448	RefSoil_575	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes missouriensis	RefSoil	Genome.P	8773466
1449	RefSoil_576	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Leptospirillum	Leptospirillum ferrooxidans	RefSoil	Genome.P	2559538
1450	RefSoil_577	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	Fervidobacterium pennivorans	RefSoil	Genome.P	2166381
1451	RefSoil_578	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	RefSoil	Genome.P	3339669
1452	RefSoil_579	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	RefSoil	Genome.P	3336990
1453	RefSoil_580	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	RefSoil	Genome.P	3337040
1454	RefSoil_581	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	RefSoil	Genome.P	3338426
1455	RefSoil_582	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	RefSoil	Genome.P	3339649
1456	RefSoil_583	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	RefSoil	Genome.P	3339683
1457	RefSoil_584	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	RefSoil	Genome.P	3247995
1458	RefSoil_585	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	Hydrogenobacter thermophilus	RefSoil	Genome.P	1742932
1459	RefSoil_586	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia pestis	RefSoil	Genome.P	4658411
1460	RefSoil_587	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	RefSoil	Genome.P	3937511
1461	RefSoil_588	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	RefSoil	Genome.P	4001985
1462	RefSoil_589	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	RefSoil	Genome.P	3939203
1463	RefSoil_590	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	RefSoil	Genome.P	4011949
1464	RefSoil_591	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	RefSoil	Genome.P	4111218
1465	RefSoil_592	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	RefSoil	Genome.P	5682383
1466	RefSoil_593	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	RefSoil	Genome.P	6151150
1467	RefSoil_594	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	RefSoil	Genome.P	3312229
1468	RefSoil_595	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium japonicum	RefSoil	Genome.P	9207384
1469	RefSoil_596	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	RefSoil	Genome.P	2655201
1470	RefSoil_597	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	RefSoil	Genome.P	2522992
1471	RefSoil_598	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	RefSoil	Genome.P	4132226
1472	RefSoil_599	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	RefSoil	Genome.P	3919740
1473	RefSoil_6	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	RefSoil	Genome.P	6264404
1474	RefSoil_60	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia pseudotuberculosis	RefSoil	Genome.P	4840898
1475	RefSoil_600	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis	RefSoil	Genome.P	2335113
1476	RefSoil_601	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio vulgaris	RefSoil	Genome.P	3734357
1477	RefSoil_602	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium ulcerans	RefSoil	Genome.P	2502095
1478	RefSoil_603	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti	RefSoil	Genome.P	6978785
1479	RefSoil_604	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti	RefSoil	Genome.P	7173736
1480	RefSoil_605	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ketogulonicigenium	Ketogulonicigenium vulgare	RefSoil	Genome.P	3277101
1481	RefSoil_606	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	Erwinia pyrifoliae	RefSoil	Genome.P	4072827
1482	RefSoil_607	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia		RefSoil	Genome.P	3957675
1483	RefSoil_608	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis	RefSoil	Genome.P	1945310
1484	RefSoil_609	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis	RefSoil	Genome.P	1913619
1485	RefSoil_61	Firmicutes	Clostridia	Clostridiales	Symbiobacteriaceae	Symbiobacterium	Symbiobacterium thermophilum	RefSoil	Genome.P	3566135
1486	RefSoil_610	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter sulfurreducens	RefSoil	Genome.P	3714272
1487	RefSoil_611	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	RefSoil	Genome.P	2979198
1488	RefSoil_612	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	RefSoil	Genome.P	5731541
1489	RefSoil_613	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Pantoea ananatis	RefSoil	Genome.P	4877280
1490	RefSoil_614	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	RefSoil	Genome.P	4689946
1491	RefSoil_615	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	RefSoil	Genome.P	2976163
1492	RefSoil_616	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa	RefSoil	Genome.P	6231122
1493	RefSoil_617	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	RefSoil	Genome.P	2903106
1494	RefSoil_618	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	RefSoil	Genome.P	3000464
1495	RefSoil_619	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	RefSoil	Genome.P	2973801
1496	RefSoil_62	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	RefSoil	Genome.P	5843235
1497	RefSoil_620	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	RefSoil	Genome.P	2874431
1498	RefSoil_621	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	RefSoil	Genome.P	6327754
1499	RefSoil_622	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	RefSoil	Genome.P	6764661
1500	RefSoil_623	Spirochaetes	Spirochaetia		Leptospiraceae	Leptospira	Leptospira interrogans	RefSoil	Genome.P	4708530
1501	RefSoil_624	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	RefSoil	Genome.P	5821250
1502	RefSoil_625	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	RefSoil	Genome.P	5430263
1503	RefSoil_626	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	RefSoil	Genome.P	4971461
1504	RefSoil_627	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	RefSoil	Genome.P	5038386
1505	RefSoil_628	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	RefSoil	Genome.P	5005347
1506	RefSoil_629	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halobacillus	Halobacillus halophilus	RefSoil	Genome.P	4170008
1507	RefSoil_63	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis	RefSoil	Genome.P	4222645
1508	RefSoil_630	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia	RefSoil	Genome.P	4769156
1509	RefSoil_631	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus mucilaginosus	RefSoil	Genome.P	8819200
1510	RefSoil_632	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	RefSoil	Genome.P	5495471
1511	RefSoil_633	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		RefSoil	Genome.P	4120406
1512	RefSoil_634	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces hygroscopicus	RefSoil	Genome.P	10383684
1513	RefSoil_635	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Solitalea	Solitalea canadensis	RefSoil	Genome.P	5202069
1514	RefSoil_636	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus gobiensis	RefSoil	Genome.P	4406036
1515	RefSoil_637	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes		RefSoil	Genome.P	9239851
1516	RefSoil_638	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pectobacterium		RefSoil	Genome.P	5164411
1517	RefSoil_639	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	RefSoil	Genome.P	6019547
1518	RefSoil_64	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei	RefSoil	Genome.P	7247547
1519	RefSoil_640	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	RefSoil	Genome.P	4238624
1520	RefSoil_641	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia		RefSoil	Genome.P	6629912
1521	RefSoil_642	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Modestobacter		RefSoil	Genome.P	5575517
1522	RefSoil_643	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Advenella	Advenella kashmirensis	RefSoil	Genome.P	4423879
1523	RefSoil_644	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	RefSoil	Genome.P	6202452
1524	RefSoil_645	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium fredii	RefSoil	Genome.P	6476459
1525	RefSoil_646	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	Sulfurospirillum barnesii	RefSoil	Genome.P	2510109
1526	RefSoil_647	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	Terriglobus roseus	RefSoil	Genome.P	5227858
1527	RefSoil_648	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium dehalogenans	RefSoil	Genome.P	4321753
1528	RefSoil_649	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium chubuense	RefSoil	Genome.P	6342624
1529	RefSoil_65	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia farcinica	RefSoil	Genome.P	6292344
1530	RefSoil_650	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	RefSoil	Genome.P	4709064
1531	RefSoil_651	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	Solibacillus silvestris	RefSoil	Genome.P	3984229
1532	RefSoil_652	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	Desulfosporosinus acidiphilus	RefSoil	Genome.P	4991181
1533	RefSoil_653	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	RefSoil	Genome.P	4968248
1534	RefSoil_654	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	RefSoil	Genome.P	6402658
1535	RefSoil_655	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila	RefSoil	Genome.P	3617686
1536	RefSoil_656	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila	RefSoil	Genome.P	3492535
1537	RefSoil_657	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	RefSoil	Genome.P	4411709
1538	RefSoil_658	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium abscessus	RefSoil	Genome.P	4687873
1539	RefSoil_659	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	RefSoil	Genome.P	4174118
1540	RefSoil_66	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila	RefSoil	Genome.P	3635495
1541	RefSoil_660	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis mediterranei	RefSoil	Genome.P	10246920
1542	RefSoil_661	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis	RefSoil	Genome.P	6988208
1543	RefSoil_662	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystis		RefSoil	Genome.P	3773444
1544	RefSoil_663	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	RefSoil	Genome.P	5382319
1545	RefSoil_664	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	RefSoil	Genome.P	6438373
1546	RefSoil_665	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	RefSoil	Genome.P	6334630
1547	RefSoil_666	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cepacia	RefSoil	Genome.P	6467321
1548	RefSoil_667	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	Desulfosporosinus meridiei	RefSoil	Genome.P	4873567
1549	RefSoil_668	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pectobacterium	Pectobacterium carotovorum	RefSoil	Genome.P	4842771
1550	RefSoil_669	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei	RefSoil	Genome.P	7155061
1551	RefSoil_67	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila	RefSoil	Genome.P	3405519
1552	RefSoil_670	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	Gordonia		RefSoil	Genome.P	5885710
1553	RefSoil_671	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	RefSoil	Genome.P	2951805
1554	RefSoil_672	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	RefSoil	Genome.P	2941360
1555	RefSoil_673	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	RefSoil	Genome.P	2976958
1556	RefSoil_674	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	RefSoil	Genome.P	3023926
1557	RefSoil_675	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	RefSoil	Genome.P	3022910
1558	RefSoil_676	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	RefSoil	Genome.P	2972172
1559	RefSoil_677	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	RefSoil	Genome.P	2986789
1560	RefSoil_678	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	RefSoil	Genome.P	2882234
1561	RefSoil_679	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Riemerella	Riemerella anatipestifer	RefSoil	Genome.P	2309519
1562	RefSoil_68	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	RefSoil	Genome.P	4585229
1563	RefSoil_680	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci	RefSoil	Genome.P	1179818
1564	RefSoil_681	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	RefSoil	Genome.P	2912346
1565	RefSoil_682	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Leptospirillum	Leptospirillum ferriphilum	RefSoil	Genome.P	2406157
1566	RefSoil_683	Firmicutes	Clostridia	Clostridiales		Gottschalkia	Gottschalkia acidurici	RefSoil	Genome.P	3108248
1567	RefSoil_684	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia phenoliruptrix	RefSoil	Genome.P	7651131
1568	RefSoil_685	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia brasiliensis	RefSoil	Genome.P	9436348
1569	RefSoil_686	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	RefSoil	Genome.P	6694533
1570	RefSoil_687	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti	RefSoil	Genome.P	7149690
1571	RefSoil_688	Firmicutes	Bacilli	Bacillales	Bacillaceae	Amphibacillus	Amphibacillus xylanus	RefSoil	Genome.P	2569486
1572	RefSoil_689	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax		RefSoil	Genome.P	5196935
1573	RefSoil_69	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Aromatoleum	Aromatoleum aromaticum	RefSoil	Genome.P	4727255
1574	RefSoil_690	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	RefSoil	Genome.P	1635301
1575	RefSoil_691	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces venezuelae	RefSoil	Genome.P	8226158
1576	RefSoil_692	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacter		RefSoil	Genome.P	3069953
1577	RefSoil_693	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacter		RefSoil	Genome.P	3092048
1578	RefSoil_694	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus psychrophilus	RefSoil	Genome.P	3072769
1579	RefSoil_695	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	RefSoil	Genome.P	6134344
1580	RefSoil_696	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica	RefSoil	Genome.P	5264383
1581	RefSoil_697	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus	RefSoil	Genome.P	3988594
1582	RefSoil_698	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		RefSoil	Genome.P	6183388
1583	RefSoil_699	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix	Saccharothrix espanaensis	RefSoil	Genome.P	9360653
1584	RefSoil_7	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus halodurans	RefSoil	Genome.P	4202352
1585	RefSoil_70	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus clausii	RefSoil	Genome.P	4303871
1586	RefSoil_700	Cyanobacteria		Nostocales	Nostocaceae	Nostoc		RefSoil	Genome.P	6329823
1587	RefSoil_701	Cyanobacteria		Nostocales	Rivulariaceae	Rivularia		RefSoil	Genome.P	8728773
1588	RefSoil_702	Cyanobacteria		Chroococcales		Synechococcus		RefSoil	Genome.P	3720499
1589	RefSoil_703	Cyanobacteria		Oscillatoriales		Leptolyngbya		RefSoil	Genome.P	5125950
1590	RefSoil_704	Cyanobacteria		Pleurocapsales		Pleurocapsa	Pleurocapsa minor	RefSoil	Genome.P	4986817
1591	RefSoil_705	Cyanobacteria		Oscillatoriales		Oscillatoria	Oscillatoria acuminata	RefSoil	Genome.P	7804270
1592	RefSoil_706	Cyanobacteria		Pleurocapsales		Chroococcidiopsis	Chroococcidiopsis thermalis	RefSoil	Genome.P	6689401
1593	RefSoil_707	Cyanobacteria		Oscillatoriales		Pseudanabaena		RefSoil	Genome.P	4885680
1594	RefSoil_708	Cyanobacteria		Chroococcales		Synechococcus		RefSoil	Genome.P	3583735
1595	RefSoil_709	Cyanobacteria		Oscillatoriales		Geitlerinema		RefSoil	Genome.P	4681111
1596	RefSoil_71	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus kodakarensis	RefSoil	Genome.P	2088737
1597	RefSoil_710	Cyanobacteria		Oscillatoriales		Oscillatoria	Oscillatoria nigro-viridis	RefSoil	Genome.P	8272254
1598	RefSoil_711	Cyanobacteria		Oscillatoriales		Microcoleus		RefSoil	Genome.P	7966510
1599	RefSoil_712	Cyanobacteria		Chroococcales		Gloeocapsa		RefSoil	Genome.P	5882710
1600	RefSoil_713	Cyanobacteria		Pleurocapsales		Stanieria	Stanieria cyanosphaera	RefSoil	Genome.P	5544990
1601	RefSoil_714	Cyanobacteria		Nostocales	Nostocaceae	Cylindrospermum	Cylindrospermum stagnale	RefSoil	Genome.P	7610589
1602	RefSoil_715	Cyanobacteria		Chroococcales		Cyanobacterium	Cyanobacterium aponinum	RefSoil	Genome.P	4176973
1603	RefSoil_716	Cyanobacteria		Chroococcales		Dactylococcopsis	Dactylococcopsis salina	RefSoil	Genome.P	3781008
1604	RefSoil_717	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus peraridilitoris	RefSoil	Genome.P	4513714
1605	RefSoil_718	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus methylotrophicus	RefSoil	Genome.P	3961368
1606	RefSoil_719	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti	RefSoil	Genome.P	7141709
1607	RefSoil_720	Planctomycetes	Planctomycetia	Planctomycetales	Isosphaeraceae	Singulisphaera	Singulisphaera acidiphila	RefSoil	Genome.P	9755686
1608	RefSoil_721	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Thermobacillus	Thermobacillus composti	RefSoil	Genome.P	4355525
1609	RefSoil_722	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium dichloroeliminans	RefSoil	Genome.P	3624449
1610	RefSoil_723	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	RefSoil	Genome.P	4600489
1611	RefSoil_724	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium australicum	RefSoil	Genome.P	6200534
1612	RefSoil_725	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium tropici	RefSoil	Genome.P	6686334
1613	RefSoil_726	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	RefSoil	Genome.P	4421197
1614	RefSoil_727	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus stipitatus	RefSoil	Genome.P	10350586
1615	RefSoil_728	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus warneri	RefSoil	Genome.P	2560716
1616	RefSoil_729	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	RefSoil	Genome.P	2849891
1617	RefSoil_73	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	RefSoil	Genome.P	1499920
1618	RefSoil_730	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas poae	RefSoil	Genome.P	5512241
1619	RefSoil_731	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus		RefSoil	Genome.P	3583134
1620	RefSoil_732	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia marcescens	RefSoil	Genome.P	5244703
1621	RefSoil_733	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	RefSoil	Genome.P	5908575
1622	RefSoil_734	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	RefSoil	Genome.P	4061186
1623	RefSoil_735	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	RefSoil	Genome.P	3936866
1624	RefSoil_736	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium saccharoperbutylacetonicum	RefSoil	Genome.P	6666445
1625	RefSoil_737	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium halotolerans	RefSoil	Genome.P	3222008
1626	RefSoil_738	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	RefSoil	Genome.P	6771593
1627	RefSoil_739	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi	RefSoil	Genome.P	1431902
